Number,Nitride,R1,X1,V1,R2,X2,V3,R3,X3,R4,X4,R5,X5,R6,X6,R7,X7,R8,X8,I1,I2,I3,I4,I5,I6,I7,I8,PBE Eg (eV),HSE Eg (eV),Band offset (eV),Formation energy per atom (eV)
283,BaCdSnZrAlGaY2N8,1.98,0.89,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.18,1.61,1.26,1.81,1.62,1.22,1.62,1.22,0.5029,0.8678,0.7086,0.6401,0.5775,0.5788,0.6,0.6,0.3594,1.4532,1.0176,-2.388
284,BaCdSnHfGaIn2YN8,1.98,0.89,2,1.48,1.69,4,1.41,1.96,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.5029,0.8678,0.7086,0.6585,0.5788,0.5583,0.5583,0.6,-0.1577,0.9724,1.2952,-2.0767
285,BaCdSnHfIn2ScYN8,1.98,0.89,2,1.48,1.69,4,1.41,1.96,1.5,1.3,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.5029,0.8678,0.7086,0.6585,0.5583,0.5583,0.6331,0.6,0.1245,1.2351,1.2205,-2.2776
286,BaCdTi2AlGa3N8,1.98,0.89,2,1.48,1.69,4,1.36,1.54,1.36,1.54,1.18,1.61,1.26,1.81,1.26,1.81,1.26,1.81,0.5029,0.8678,0.6588,0.6588,0.5775,0.5788,0.5788,0.5788,1.1257,2.433,0.9296,-2.3393
287,BaCdTiZrAlGaInYN8,1.98,0.89,2,1.48,1.69,4,1.36,1.54,1.48,1.33,1.18,1.61,1.26,1.81,1.44,1.78,1.62,1.22,0.5029,0.8678,0.6588,0.6401,0.5775,0.5788,0.5583,0.6,0.8933,2.0899,0.9756,-2.4188
288,AlN,1.18,1.61,3,1.18,1.61,3,1.18,1.61,1.18,1.61,1.18,1.61,1.18,1.61,1.18,1.61,1.18,1.61,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,4.0568,5.7808,-1.1078,-3.2145
289,Zn2SiGeGaInScYN8,1.31,1.65,2,1.31,1.65,4,1.11,1.9,1.22,2.01,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.9064,0.9064,0.7865,0.762,0.5788,0.5583,0.6331,0.6,0.7336,2.1994,0.6233,-2.3615
290,Zn2GeZrAl2InYN8,1.31,1.65,2,1.31,1.65,4,1.22,2.01,1.48,1.33,1.18,1.61,1.18,1.61,1.44,1.78,1.62,1.22,0.9064,0.9064,0.762,0.6401,0.5775,0.5775,0.5583,0.6,0.9936,2.3725,0.7024,-2.4408
291,ZnCdSiSnIn2ScYN8,1.31,1.65,2,1.48,1.69,4,1.11,1.9,1.41,1.96,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.9064,0.8678,0.7865,0.7086,0.5583,0.5583,0.6331,0.6,0.263,1.5144,1.0336,-2.2111
292,ZnCdSiTiAlGa2ScN8,1.31,1.65,2,1.48,1.69,4,1.11,1.9,1.36,1.54,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.36,0.9064,0.8678,0.7865,0.6588,0.5775,0.5788,0.5788,0.6331,1.6033,3.0426,0.5943,-2.508
293,ZnCdGe2AlGa2InN8,1.31,1.65,2,1.48,1.69,4,1.22,2.01,1.22,2.01,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.78,0.9064,0.8678,0.762,0.762,0.5775,0.5788,0.5788,0.5583,0.0643,1.4643,1.2112,-1.9809
294,ZnCdSnTiGaSc3N8,1.31,1.65,2,1.48,1.69,4,1.41,1.96,1.36,1.54,1.26,1.81,1.44,1.36,1.44,1.36,1.44,1.36,0.9064,0.8678,0.7086,0.6588,0.5788,0.6331,0.6331,0.6331,1.7875,3.117,0.5121,-2.5684
295,Cd2Sn2AlGa2InN8,1.48,1.69,2,1.48,1.69,4,1.41,1.96,1.41,1.96,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.78,0.8678,0.8678,0.7086,0.7086,0.5775,0.5788,0.5788,0.5583,0.0077,0.6786,1.5855,-1.8561
296,Cd2SnZrAlIn2ScN8,1.48,1.69,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.78,1.44,1.36,0.8678,0.8678,0.7086,0.6401,0.5775,0.5583,0.5583,0.6331,0.4025,1.6095,1.1191,-2.173
297,Cd2SnZrAlInY2N8,1.48,1.69,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.18,1.61,1.44,1.78,1.62,1.22,1.62,1.22,0.8678,0.8678,0.7086,0.6401,0.5775,0.5583,0.6,0.6,0.568,1.6978,0.9724,-2.3293
298,Cd2TiHfGa2Sc2N8,1.48,1.69,2,1.48,1.69,4,1.36,1.54,1.5,1.3,1.26,1.81,1.26,1.81,1.44,1.36,1.44,1.36,0.8678,0.8678,0.6588,0.6585,0.5788,0.5788,0.6331,0.6331,1.7189,2.9899,0.6564,-2.5825
299,Cd2Hf2AlInScYN8,1.48,1.69,2,1.48,1.69,4,1.5,1.3,1.5,1.3,1.18,1.61,1.44,1.78,1.44,1.36,1.62,1.22,0.8678,0.8678,0.6585,0.6585,0.5775,0.5583,0.6331,0.6,1.2533,2.4644,0.6472,-2.6475
300,CdHfGaScN4,1.48,1.69,2,1.48,1.69,4,1.5,1.3,1.5,1.3,1.26,1.81,1.26,1.81,1.44,1.36,1.44,1.36,0.8678,0.8678,0.6585,0.6585,0.5788,0.5788,0.6331,0.6331,1.5476,2.8098,0.4395,-2.6269
